USER,SUB,SUB_PERIOD,SUB_START_TS,SUB_END_TS,PRICE,PRICE_USD,CURRENCY,COUNTRY_CODE
81,bronze,year,2021-07-26T20:51:30-04:00,7/27/22,84,84,USD,US
87,bronze,month,2023-02-21T23:16:38-05:00,3/22/23,12,12,USD,US
36,silver,year,2022-06-15T22:24:05-04:00,6/16/23,240,240,USD,US
45,bronze,month,2022-11-04T22:11:16-04:00,12/5/22,12,12,USD,US
83,silver,month,2022-03-26T18:12:56-04:00,4/26/22,24.99,24.99,USD,DO
66,bronze,year,2022-04-04T17:09:21-04:00,4/4/23,80.95,80.95,USD,CA
63,bronze,year,2020-11-28T07:26:28-05:00,11/28/21,84,84,USD,HU
30,bronze,month,2020-01-08T08:58:39-05:00,2/5/20,12,12,USD,US
19,bronze,year,2022-04-12T20:25:14-04:00,4/13/23,84,84,USD,US
55,bronze,year,2019-04-06T09:42:14-04:00,4/6/20,59.95,59.95,USD,US
75,bronze,year,2020-09-09T08:08:09-04:00,9/9/21,84,84,USD,US
32,silver,year,2022-10-16T22:27:07-04:00,10/17/23,240,240,USD,US
86,bronze,year,2021-09-03T23:36:57-04:00,9/4/22,101,78.4500794,CAD,CA
56,silver,month,2021-07-02T08:18:26-04:00,8/2/21,24.75,24.75,USD,BH
85,bronze,month,2019-11-25T05:19:36-05:00,12/25/19,12,12,USD,US
53,bronze,month,2020-02-06T05:35:02-05:00,3/6/20,10,10.77314348,EUR,IT
14,bronze,year,2020-08-29T05:53:56-04:00,8/29/21,84,84,USD,US
7,bronze,month,2020-10-26T10:08:18-04:00,11/26/20,12,12,USD,LB
35,bronze,month,2022-11-06T23:57:05-05:00,12/7/22,7.95,9.101879911,GBP,GB
64,bronze,month,2021-09-30T20:52:49-04:00,11/1/21,10,11.57003901,EUR,AT
2,bronze,month,2021-10-14T00:08:10-04:00,11/14/21,11.7,11.7,USD,US
75,bronze,month,2022-03-04T10:19:26-05:00,4/4/22,10,10.80681348,EUR,GR
55,bronze,year,2019-09-26T08:21:27-04:00,9/26/20,84,84,USD,US
13,bronze,year,2019-02-19T08:19:30-05:00,2/19/20,49.95,55.70990318,EUR,DE
70,bronze,month,2020-05-11T03:43:59-04:00,6/11/20,12,12,USD,US
51,bronze,year,2020-09-04T04:27:20-04:00,9/4/21,69,87.6079944,GBP,GB
50,platinum,year,2022-07-04T20:43:42-04:00,7/5/23,840,988.3470017,GBP,GB
56,bronze,month,2019-03-02T05:48:16-05:00,4/2/19,12,12,USD,US
85,bronze,month,2019-02-05T04:10:06-05:00,3/5/19,12,12,USD,US
33,bronze,year,2021-02-20T04:27:37-05:00,2/20/22,69,82.34429869,EUR,DE
19,bronze,month,2021-05-12T23:28:30-04:00,6/13/21,7.95,10.97392354,GBP,GB
52,bronze,month,2022-12-19T22:27:04-05:00,1/20/23,12,7.941294486,AUD,AU
47,silver,year,2022-03-18T20:58:51-04:00,3/19/23,240,240,USD,US
35,bronze,year,2023-02-26T19:41:05-05:00,2/27/24,144,144,USD,US
21,bronze,year,2022-01-30T19:50:52-05:00,1/31/23,84,84,USD,US
90,bronze,month,2021-11-25T19:40:09-05:00,5/1/22,12,8.665102028,AUD,NZ
73,platinum,year,2020-05-26T23:06:53-04:00,5/26/21,690.54,690.54,USD,US
90,bronze,month,2022-03-02T10:40:41-05:00,4/2/22,,,,NL
67,silver,year,2019-03-05T12:55:44-05:00,3/1/20,199,199,USD,US
76,bronze,year,2019-06-04T20:07:32-04:00,6/4/20,101,69.02139204,AUD,AU
78,silver,year,2020-09-12T03:59:34-04:00,9/12/21,240,240,USD,US
40,bronze,month,2019-10-03T03:56:11-04:00,11/3/19,12,12,USD,US
84,bronze,year,2022-05-28T20:42:32-04:00,5/29/23,84,84,USD,US
38,silver,year,2022-11-08T21:57:15-05:00,11/9/23,240,240,USD,US
52,silver,year,2021-07-15T16:48:14-04:00,7/15/22,240,240,USD,US
53,bronze,month,2019-03-02T18:41:55-05:00,4/2/19,12.11,12.11,USD,US
70,bronze,month,2020-09-25T04:09:53-04:00,10/25/20,10,12.69681078,GBP,GB
90,silver,year,2021-04-05T18:05:48-04:00,4/5/22,160.83,160.83,USD,US
18,silver,year,2021-05-01T01:18:50-04:00,5/1/22,199,199,USD,US
8,bronze,month,2020-09-14T04:07:40-04:00,10/14/20,12,12,USD,US
71,bronze,year,2022-02-26T19:35:05-05:00,2/27/23,84,84,USD,UA
32,bronze,year,2019-05-27T16:45:08-04:00,5/27/20,84,84,USD,US
46,silver,year,2021-07-01T20:41:24-04:00,7/2/22,189,219.6147211,EUR,IE
73,bronze,month,2020-09-18T05:00:23-04:00,10/17/20,12,12,USD,NZ
50,bronze,year,2019-02-21T04:40:26-05:00,2/21/20,84,84,USD,DE
81,bronze,month,2021-07-12T15:09:37-04:00,8/12/21,95,10.86766436,SEK,SE
65,silver,year,2019-03-24T09:53:34-04:00,3/24/20,219,161.4571567,CAD,CA
20,bronze,year,2022-04-21T21:01:05-04:00,4/22/23,69,73.64193234,EUR,BE
60,bronze,year,2019-08-11T10:13:11-04:00,8/11/20,49.95,54.85692483,EUR,MO
16,silver,year,2020-01-15T06:00:50-05:00,1/15/21,189,205.9988526,EUR,LU
10,bronze,month,2019-03-25T16:24:12-04:00,4/25/19,9.95,9.95,USD,US
86,bronze,year,2020-12-06T07:52:28-05:00,12/6/21,84,84,USD,US
56,bronze,month,2021-01-29T09:40:25-05:00,2/28/21,9.95,9.95,USD,CA
82,silver,month,2022-05-26T16:17:49-04:00,6/26/22,24.99,24.99,USD,US
21,bronze,month,2020-06-09T04:42:52-04:00,7/9/20,12,12,USD,NZ
78,bronze,month,2019-05-26T05:31:05-04:00,6/26/19,12,12,USD,US
68,bronze,month,2022-08-12T20:14:10-04:00,9/12/22,12,12,USD,US
18,bronze,year,2022-06-18T21:52:55-04:00,6/19/23,49.95,51.97853368,EUR,SI
6,bronze,month,2019-05-18T03:14:51-04:00,6/18/19,12,12,USD,US
22,bronze,year,2019-09-10T23:50:13-04:00,9/10/20,84,84,USD,US
44,bronze,month,2021-03-26T01:40:06-04:00,4/26/21,6.99,6.99,USD,US
43,silver,month,2022-01-02T09:49:02-05:00,2/2/22,24.99,27.98997162,EUR,IT
18,bronze,month,2023-01-01T22:28:46-05:00,2/2/23,10,11.98866147,GBP,GB
8,bronze,month,2022-06-08T09:40:20-04:00,7/8/22,10,10.40611285,EUR,IE
42,bronze,month,2022-07-31T23:22:36-04:00,8/31/22,6.99,6.99,USD,US
69,bronze,month,2021-09-28T13:38:25-04:00,10/28/21,,,,US
14,bronze,month,2021-10-29T22:37:22-04:00,11/30/21,1200,10.51908132,JPY,JP
7,bronze,month,2020-01-16T05:27:59-05:00,2/16/20,12,8.0699208,AUD,AU
61,bronze,month,2019-12-13T03:18:46-05:00,1/13/20,10,10.90779382,EUR,FR
34,bronze,year,2021-02-01T08:03:07-05:00,2/1/22,59.95,59.95,USD,GB
15,bronze,month,2020-01-09T04:57:23-05:00,2/9/20,12,12,USD,US
68,bronze,month,2020-01-10T05:45:39-05:00,2/10/20,10.95,7.36380273,AUD,AU
78,silver,year,2020-07-17T06:05:15-04:00,7/17/21,1949,492.7034437,PLN,PL
43,bronze,year,2022-08-29T10:57:32-04:00,8/29/23,1020,136.8263037,DKK,GL
24,bronze,month,2019-10-13T05:33:51-04:00,11/13/19,80,11.66859826,DKK,DK
85,silver,year,2019-07-04T11:27:26-04:00,6/30/20,199,199,USD,US
5,bronze,year,2022-08-01T07:23:38-04:00,8/1/23,69,68.3990962,EUR,NL
92,bronze,month,2021-06-10T22:23:36-04:00,7/11/21,12,12,USD,US
54,silver,year,2021-11-29T09:57:38-05:00,11/29/22,2040,228.8911638,SEK,SE
92,bronze,month,2020-01-18T05:50:16-05:00,2/18/20,12,12,USD,US
55,bronze,year,2019-04-06T06:44:10-04:00,4/6/20,84,84,USD,US
87,bronze,month,2019-11-03T15:49:44-05:00,12/3/19,12,12,USD,US
38,bronze,month,2019-08-19T11:34:38-04:00,9/19/19,10,10.98236733,EUR,ES
28,bronze,month,2022-01-12T20:39:46-05:00,2/13/22,95,10.5808775,NOK,NO
74,bronze,month,2021-03-04T04:14:30-05:00,4/4/21,12,12,USD,US
70,bronze,year,2019-01-26T06:39:12-05:00,1/26/20,49.95,56.25507144,EUR,ES
47,bronze,year,2021-04-27T00:41:09-04:00,4/27/22,59.95,59.95,USD,US
24,bronze,month,2021-07-12T21:36:28-04:00,8/13/21,10,11.61982651,EUR,US
61,bronze,year,2022-11-03T21:34:09-04:00,11/4/23,84,84,USD,US
64,bronze,year,2022-07-21T23:41:50-04:00,7/22/23,84,84,USD,US
4,bronze,year,2023-02-06T20:52:16-05:00,1/26/24,84,84,USD,US
36,bronze,year,2022-12-24T07:49:36-05:00,12/24/23,96,99.49421272,EUR,DE
49,platinum,year,2020-12-22T14:52:44-05:00,12/22/21,499.65,499.65,USD,US
37,bronze,month,2020-04-25T06:37:43-04:00,5/25/20,12,12,USD,US
56,bronze,month,2022-08-30T00:06:14-04:00,9/30/22,6.99,6.99,USD,US
1,silver,year,2022-11-25T21:47:06-05:00,11/26/23,189,188.3169434,EUR,FR
7,bronze,month,2022-03-01T20:40:51-05:00,4/2/22,95,9.718162665,SEK,SE
53,bronze,year,2020-06-05T11:28:14-04:00,6/5/21,84,84,USD,US
32,bronze,year,2022-02-14T20:08:17-05:00,2/15/23,69,91.65553826,GBP,GB
74,bronze,month,2019-11-17T06:12:00-05:00,12/17/19,12,12,USD,US
81,bronze,year,2019-12-04T05:54:52-05:00,12/4/20,84,84,USD,US
16,bronze,month,2021-05-05T22:09:58-04:00,6/6/21,12,12,USD,US
8,bronze,month,2023-03-20T05:04:59-04:00,4/20/23,8.26,8.665853208,EUR,ES
73,bronze,year,2022-09-19T02:26:10-04:00,9/19/23,14400,99.59690592,JPY,JP
73,silver,year,2020-03-01T06:58:51-05:00,3/1/21,199,199,USD,US
26,bronze,year,2021-12-04T17:16:43-05:00,12/4/22,84,84,USD,US
30,bronze,month,2022-05-20T21:09:13-04:00,6/21/22,12,12,USD,US
11,bronze,month,2020-12-16T04:13:39-05:00,1/16/21,10,13.11719852,GBP,GB
80,bronze,month,2021-08-26T21:20:43-04:00,9/27/21,10,13.59207033,GBP,GB
13,bronze,month,2019-03-14T11:40:40-04:00,4/14/19,12.25,12.25,USD,MX
18,bronze,year,2021-05-26T23:00:51-04:00,5/1/22,69,95.24537416,GBP,GB
10,silver,year,2019-06-03T08:18:34-04:00,6/3/20,199,199,USD,US
72,bronze,month,2020-01-08T07:00:42-05:00,2/8/20,12,12,USD,PE
58,bronze,year,2020-05-31T03:34:38-04:00,5/31/21,84,84,USD,US
48,bronze,year,2019-12-29T06:50:37-05:00,12/29/20,394.95,41.26962165,SEK,SE
25,silver,year,2020-07-31T16:39:56-04:00,8/1/21,240,240,USD,US
64,bronze,year,2020-03-17T05:24:57-04:00,3/17/21,59.95,59.95,USD,US
83,bronze,year,2021-07-18T14:54:53-04:00,7/18/22,82.55,82.55,USD,US
13,bronze,year,2020-03-01T17:47:43-05:00,3/1/21,71.4,71.4,USD,US
36,bronze,month,2020-06-02T17:22:59-04:00,7/2/20,12,12,USD,US
64,bronze,month,2023-04-09T18:59:33-04:00,5/9/23,12,12,USD,BR
56,bronze,month,2023-02-11T22:38:21-05:00,3/12/23,12,12,USD,US
43,silver,year,2019-08-22T07:00:23-04:00,8/22/20,240,240,USD,US
43,bronze,month,2020-10-19T04:50:34-04:00,11/19/20,12,12,USD,US
37,bronze,year,2019-09-16T04:49:28-04:00,9/16/20,59.95,59.95,USD,US
49,silver,year,2020-04-25T05:00:07-04:00,4/25/21,199,199,USD,US
64,bronze,year,2020-09-07T03:34:36-04:00,9/7/21,101,74.95095182,CAD,CA
32,bronze,month,2020-03-27T07:40:06-04:00,4/27/20,9.95,9.95,USD,US
77,bronze,month,2019-07-09T07:22:49-04:00,8/9/19,10,12.27715738,GBP,GB
63,bronze,month,2021-05-14T21:56:55-04:00,6/15/21,12,12,USD,BR
66,bronze,month,2020-07-05T22:24:31-04:00,8/5/20,11.67,11.67,USD,US
16,silver,month,2021-08-09T23:30:40-04:00,9/9/21,24.99,24.99,USD,US
47,silver,year,2019-05-31T14:30:18-04:00,5/31/20,157.61,157.61,USD,BR
17,bronze,year,2019-01-30T21:36:59-05:00,1/30/20,49.95,56.25507144,EUR,SI
31,bronze,month,2023-01-03T22:08:06-05:00,2/4/23,1200,9.0126516,JPY,JP
87,bronze,month,2022-06-25T20:54:40-04:00,8/20/22,12,12,USD,MY
8,bronze,year,2019-06-26T08:21:45-04:00,6/26/20,84,84,USD,BR
22,bronze,month,2023-02-03T20:42:19-05:00,3/4/23,12,12,USD,US
76,bronze,year,2020-03-31T06:20:04-04:00,3/31/21,59.95,59.95,USD,US
79,bronze,year,2019-06-29T09:26:10-04:00,6/29/20,59.95,59.95,USD,US
37,bronze,month,2019-07-11T05:07:39-04:00,8/11/19,7.95,9.76034012,GBP,GB
33,silver,year,2021-07-01T21:45:02-04:00,7/2/22,240,240,USD,US
90,bronze,month,2022-04-28T21:13:32-04:00,5/28/22,6.99,6.99,USD,US
49,bronze,month,2023-04-13T00:45:54-04:00,5/13/23,9.95,9.95,USD,US
20,silver,year,2020-08-01T04:39:14-04:00,8/1/21,240,240,USD,US
66,bronze,year,2022-04-05T22:05:26-04:00,4/6/23,84,84,USD,US
88,bronze,month,2019-02-21T03:55:46-05:00,3/21/19,10,12.84604654,GBP,GB
90,bronze,year,2019-10-04T08:02:00-04:00,10/4/20,69,74.99773646,EUR,ES
79,bronze,month,2021-04-24T21:16:00-04:00,5/24/21,6.99,6.99,USD,US
0,silver,year,2021-09-23T11:04:51-04:00,9/23/22,551.13,551.13,USD,US
27,silver,year,2021-01-14T11:57:06-05:00,1/14/22,599,599,USD,US
89,bronze,month,2021-06-01T16:18:00-04:00,6/23/21,160,7.884155392,MXN,MX
38,bronze,year,2019-03-21T15:17:19-04:00,3/21/20,84,84,USD,US
38,silver,year,2021-08-30T21:21:58-04:00,8/31/22,240,240,USD,PE
49,silver,year,2022-02-28T11:33:14-05:00,1/19/24,240,240,USD,US
35,bronze,year,2023-04-10T21:40:27-04:00,4/11/24,49.95,52.40428181,EUR,IT
36,bronze,month,2020-06-30T12:30:24-04:00,7/31/20,9.95,9.95,USD,US
36,silver,year,2021-05-16T16:09:11-04:00,5/16/22,123.02,146.6034003,EUR,NL
8,bronze,month,2019-08-11T04:09:16-04:00,9/11/19,12,12,USD,US
12,silver,year,2022-08-07T21:38:21-04:00,8/4/23,599,599,USD,US
28,bronze,month,2020-01-11T06:38:21-05:00,2/6/20,12,12,USD,BR
89,silver,month,2021-07-02T09:01:43-04:00,8/2/21,35.45,25.89935695,AUD,AU
72,bronze,year,2020-06-22T04:36:26-04:00,6/22/21,84,84,USD,US
81,silver,year,2020-06-18T03:26:54-04:00,6/6/21,240,240,USD,US
56,bronze,month,2020-05-23T03:29:57-04:00,6/23/20,10,10.72827602,EUR,SI
67,silver,year,2021-02-08T03:40:37-05:00,2/3/22,189,257.6843157,GBP,GB
35,bronze,year,2021-01-16T03:31:00-05:00,1/16/22,714,82.37969237,NOK,NO
64,silver,month,2021-06-06T14:48:58-04:00,7/6/21,30.99,25.05435412,CAD,CA
65,bronze,year,2020-08-06T04:47:58-04:00,8/6/21,69,88.55471669,GBP,GB
70,bronze,month,2022-10-11T08:09:05-04:00,11/11/22,12,12,USD,IN
21,silver,year,2022-09-26T08:50:18-04:00,9/25/23,240,240,USD,US
50,silver,year,2021-07-01T21:45:47-04:00,7/2/22,288,226.2894056,CAD,CA
76,bronze,year,2020-11-18T03:19:57-05:00,11/18/21,84,84,USD,US
83,silver,year,2019-10-23T03:31:23-04:00,10/23/20,159,197.7644209,GBP,GB
86,bronze,month,2023-02-16T23:39:02-05:00,3/17/23,12,12,USD,US
81,bronze,year,2023-01-03T19:15:51-05:00,1/4/24,1080,56.00862396,MXN,MX
58,silver,month,2022-05-07T22:48:30-04:00,7/9/22,499,24.45209441,MXN,MX
49,bronze,month,2022-07-30T21:11:37-04:00,8/31/22,12,12,USD,US
35,bronze,month,2020-08-18T07:52:53-04:00,9/18/20,9.95,9.95,USD,US
62,silver,year,2020-06-03T04:59:55-04:00,6/3/21,240,240,USD,HK
82,bronze,year,2023-02-23T00:51:06-05:00,2/23/24,84,84,USD,US
66,silver,year,2021-07-06T23:55:30-04:00,7/7/22,199,199,USD,GB
32,bronze,year,2022-09-01T11:57:02-04:00,9/1/23,63,63,USD,US
22,bronze,month,2020-12-06T03:58:35-05:00,1/6/21,12,12,USD,BR
30,bronze,month,2021-11-08T21:12:44-05:00,12/9/21,10,13.27879712,GBP,GB
33,bronze,year,2022-02-12T20:54:13-05:00,2/13/23,84,84,USD,US
49,silver,year,2020-12-02T04:46:55-05:00,12/2/21,240,240,USD,US
71,bronze,year,2023-03-02T02:34:38-05:00,3/2/24,109.95,72.08007257,AUD,AU
82,bronze,month,2019-10-05T11:40:11-04:00,11/5/19,9.95,9.95,USD,GB
6,bronze,month,2020-07-08T04:41:28-04:00,8/8/20,11.63,11.63,USD,VN
85,silver,month,2022-03-01T13:03:42-05:00,4/1/22,104900,26.82423076,COP,CO
8,bronze,month,2019-01-27T05:54:51-05:00,2/27/19,12,12,USD,US
20,silver,year,2019-12-31T03:38:59-05:00,12/31/20,159,173.4339218,EUR,DE
50,bronze,year,2021-08-10T21:12:49-04:00,8/11/22,84,84,USD,US
77,bronze,month,2019-02-19T16:55:49-05:00,3/19/19,10,11.15313377,EUR,DE
17,bronze,month,2019-09-19T09:39:24-04:00,10/19/19,9.95,9.95,USD,US
37,bronze,month,2022-07-22T11:07:48-04:00,8/22/22,6.99,6.99,USD,US
30,silver,year,2020-03-27T19:45:12-04:00,3/27/21,240,240,USD,US
11,silver,month,2020-08-24T13:50:46-04:00,9/24/20,,,XXX,US
41,bronze,year,2019-12-29T06:04:07-05:00,12/29/20,69.95,52.37421911,CAD,CA
48,bronze,month,2020-01-21T05:00:11-05:00,2/21/20,12,12,USD,US
70,bronze,year,2022-07-04T20:35:17-04:00,7/5/23,84,84,USD,US
72,silver,year,2019-09-13T11:02:05-04:00,9/13/20,199,199,USD,US
39,bronze,month,2020-12-13T09:12:07-05:00,1/13/21,9.95,9.95,USD,GB
22,bronze,year,2021-02-10T08:05:51-05:00,2/10/22,84,84,USD,US
16,bronze,month,2022-05-31T20:42:29-04:00,7/1/22,12,12,USD,US
87,bronze,year,2021-06-20T21:25:42-04:00,5/26/22,84,84,USD,BR
83,bronze,month,2019-07-20T05:23:42-04:00,8/20/19,12,12,USD,BR
55,bronze,month,2019-04-27T09:25:12-04:00,5/27/19,9.95,9.95,USD,US
64,bronze,month,2021-06-25T01:26:39-04:00,7/25/21,12,12,USD,US
24,bronze,year,2020-02-22T06:37:25-05:00,2/22/21,59.95,59.95,USD,US
57,bronze,year,2019-08-31T05:05:16-04:00,8/31/20,101,75.14866623,CAD,CA
82,platinum,year,2022-05-19T22:14:39-04:00,5/20/23,1140,811.6313691,SGD,HK
76,bronze,month,2021-10-03T21:14:16-04:00,11/4/21,10,13.47135003,GBP,US
85,silver,year,2020-04-22T14:41:57-04:00,4/22/21,240,240,USD,BR
70,bronze,month,2022-09-23T22:22:48-04:00,10/23/22,37.99,7.21278912,BRL,BR
65,silver,year,2020-09-24T06:09:34-04:00,9/24/21,240,240,USD,AU
53,bronze,month,2019-10-01T11:23:46-04:00,11/19/19,12,12,USD,US
43,bronze,year,2021-07-01T20:30:51-04:00,7/2/22,84,84,USD,US
81,bronze,month,2022-03-07T19:37:47-05:00,4/8/22,10,12.97439822,GBP,GB
24,bronze,year,2021-05-21T21:30:35-04:00,5/22/22,69,82.22756152,EUR,BE
58,bronze,month,2019-08-25T05:20:46-04:00,9/25/19,12,12,USD,US
0,bronze,month,2019-02-28T00:00:00-05:00,3/31/19,12,8.37097346,AUD,AU
45,bronze,year,2021-11-22T21:54:46-05:00,11/23/22,69,77.33743899,EUR,DE
58,bronze,month,2020-11-02T03:32:49-05:00,12/2/20,10,12.98661314,GBP,GB
13,bronze,month,2022-11-07T20:07:06-05:00,12/8/22,10,9.96385944,EUR,NL
36,bronze,month,2021-02-09T04:09:49-05:00,3/9/21,12,12,USD,US
47,bronze,month,2019-10-18T05:47:14-04:00,11/18/19,10,10.86923717,EUR,FR
64,bronze,year,2020-10-26T11:11:36-04:00,10/26/21,84,84,USD,US
91,bronze,year,2021-06-08T23:59:11-04:00,6/9/22,84,84,USD,US
81,silver,year,2020-05-29T19:56:41-04:00,5/29/21,649,415.329439,AUD,AU
37,bronze,month,2020-10-05T22:34:54-04:00,11/5/20,12,12,USD,US
34,bronze,month,2020-11-22T04:27:48-05:00,12/22/20,12,12,USD,US
49,bronze,year,2020-08-09T06:14:01-04:00,8/9/21,84,84,USD,US
74,bronze,month,2019-11-16T05:14:50-05:00,12/16/19,12,12,USD,US
84,silver,year,2020-09-28T01:22:57-04:00,9/28/21,156,156,USD,US
23,silver,year,2020-10-20T21:19:05-04:00,10/20/21,479,551.5332777,EUR,FR
69,silver,year,2021-06-15T23:47:40-04:00,6/16/22,159,219.4784709,GBP,GB
48,bronze,month,2019-10-22T03:29:03-04:00,11/22/19,12,12,USD,VN
38,silver,year,2020-03-05T12:26:23-05:00,3/5/21,199,199,USD,US
10,bronze,month,2022-06-07T20:35:08-04:00,7/8/22,12,12,USD,US
61,bronze,month,2020-01-28T04:16:03-05:00,2/28/20,12,12,USD,US
66,bronze,month,2019-12-18T05:05:20-05:00,1/18/20,12,12,USD,US
42,bronze,year,2022-07-29T20:58:38-04:00,7/30/23,101,76.70470242,CAD,CA
76,silver,year,2019-11-11T16:44:37-05:00,11/11/20,240,240,USD,US
67,bronze,month,2022-04-15T22:33:55-04:00,5/16/22,12,12,USD,US
92,bronze,year,2023-01-04T22:15:33-05:00,1/5/24,101,73.88640153,CAD,CA
57,bronze,month,2022-04-21T20:31:42-04:00,5/22/22,12,12,USD,CO
54,bronze,month,2021-12-08T00:38:37-05:00,1/8/22,9.99,7.005971659,AUD,AU
31,bronze,month,2021-09-12T21:15:25-04:00,10/13/21,12,12,USD,US
12,bronze,month,2020-07-01T04:49:27-04:00,8/1/20,13,9.493020791,CAD,CA
86,bronze,year,2019-01-18T08:00:37-05:00,1/18/20,59.95,59.95,USD,US
46,bronze,month,2022-12-22T14:50:26-05:00,1/22/23,6.99,6.99,USD,US
13,silver,year,2019-10-15T11:37:51-04:00,10/15/20,3749.25,378.4909495,SEK,SE
54,bronze,year,2019-07-09T09:31:26-04:00,7/9/20,59.95,59.95,USD,US
87,bronze,year,2021-08-06T22:13:21-04:00,8/7/22,84,84,USD,GR
80,silver,year,2020-11-06T11:15:10-05:00,11/6/21,240,240,USD,US
22,bronze,month,2022-06-25T19:41:03-04:00,7/25/22,6.99,6.99,USD,US
51,bronze,month,2022-05-12T19:14:06-04:00,8/12/22,10,12.21995586,GBP,IS
92,bronze,month,2020-12-21T07:14:30-05:00,1/21/21,12,12,USD,US
63,bronze,month,2022-04-30T14:20:21-04:00,5/31/22,11.53,11.53,USD,
72,bronze,month,2020-07-25T03:45:47-04:00,8/25/20,95,10.25052972,SEK,SE
73,bronze,year,2022-06-22T20:35:49-04:00,6/23/23,84,84,USD,UY
91,bronze,month,2020-05-28T07:05:02-04:00,6/28/20,10,10.72827602,EUR,CY
46,silver,month,2021-05-22T08:42:58-04:00,6/22/21,19.57,27.0137967,GBP,GB
31,bronze,year,2023-03-20T18:00:52-04:00,3/20/24,202,37.70383348,BRL,BR
70,bronze,year,2019-09-18T09:03:43-04:00,9/18/20,84,84,USD,BR
88,silver,year,2022-07-07T15:20:59-04:00,7/7/23,649,492.884672,CAD,CA
47,silver,month,2022-04-20T15:47:39-04:00,5/20/22,24.99,24.99,USD,US
17,bronze,year,2020-11-28T03:29:02-05:00,11/28/21,84,84,USD,US
23,bronze,month,2022-07-26T22:33:54-04:00,8/26/22,6.99,6.99,USD,US
27,bronze,month,2022-06-25T22:28:17-04:00,7/26/22,12,12,USD,AR
8,bronze,month,2022-06-29T20:52:41-04:00,7/31/22,12,12,USD,US
27,bronze,month,2023-04-07T21:40:43-04:00,5/7/23,10.9,7.145727977,AUD,NG
56,bronze,year,2021-11-16T20:36:03-05:00,11/17/22,101,72.93127541,AUD,AU
33,bronze,year,2021-10-15T20:40:59-04:00,10/16/22,84,84,USD,US
91,bronze,year,2020-10-11T03:35:45-04:00,10/11/21,101,75.30284275,CAD,CA
29,bronze,month,2022-12-02T20:51:55-05:00,1/3/23,12,12,USD,BR
60,bronze,year,2021-03-09T03:42:54-05:00,3/9/22,69,81.37358658,EUR,DE
85,silver,year,2023-02-19T23:40:44-05:00,2/20/24,960,266.922744,ILS,IL
87,bronze,year,2022-07-16T21:23:11-04:00,7/17/23,69,68.87170376,EUR,FR
40,bronze,year,2023-01-09T19:35:50-05:00,1/10/24,108,108,USD,US
57,silver,year,2022-02-20T19:29:01-05:00,2/21/23,199,199,USD,US
75,bronze,month,2020-06-16T03:48:40-04:00,7/16/20,12,12,USD,US
31,bronze,month,2020-03-20T07:33:30-04:00,4/20/20,12,12,USD,US
59,bronze,month,2020-04-28T05:36:55-04:00,5/28/20,12,12,USD,US
81,bronze,year,2019-04-02T07:49:30-04:00,4/2/20,84,84,USD,US
19,silver,year,2020-09-14T03:01:15-04:00,9/14/21,649,458.2670303,AUD,AU
23,bronze,month,2019-08-09T07:28:28-04:00,9/9/19,12,12,USD,BR
18,bronze,year,2019-02-05T03:36:08-05:00,2/5/20,59.95,59.95,USD,US
34,silver,year,2019-06-12T20:30:06-04:00,6/15/20,230.4,157.4507795,AUD,AU
57,bronze,month,2019-02-21T09:54:52-05:00,3/21/19,12,12,USD,US
29,bronze,year,2019-02-19T06:34:55-05:00,2/19/20,84,84,USD,US
77,bronze,month,2022-02-18T19:56:59-05:00,3/19/22,10,11.08520099,EUR,IE
70,silver,year,2022-02-28T20:07:25-05:00,3/1/23,288,201.6448004,AUD,AU
63,bronze,year,2022-04-28T21:23:06-04:00,4/29/23,95,68.82156092,SGD,SG
51,bronze,month,2022-08-27T23:44:55-04:00,9/28/22,160,7.835047936,MXN,MX
40,bronze,month,2022-09-07T22:03:43-04:00,10/8/22,12,12,USD,US
20,silver,year,2021-08-26T20:43:57-04:00,8/27/22,240,240,USD,US
52,silver,year,2022-01-20T20:47:42-05:00,1/21/23,599,599,USD,US
41,bronze,month,2019-05-09T04:37:56-04:00,6/9/19,12,12,USD,PH
27,bronze,year,2022-05-18T22:07:17-04:00,5/21/23,1080,52.92236866,MXN,MX
23,bronze,year,2021-04-11T16:58:53-04:00,4/11/22,83.3,83.3,USD,US
31,bronze,year,2022-02-01T10:34:59-05:00,2/1/23,49.95,66.35063965,GBP,GB
43,bronze,month,2020-03-14T07:43:03-04:00,4/14/20,9.95,9.95,USD,US
8,bronze,month,2021-04-13T23:27:59-04:00,5/14/21,12,12,USD,US
33,bronze,month,2021-08-13T00:41:14-04:00,9/13/21,12,12,USD,US
26,silver,year,2022-10-11T22:51:39-04:00,10/12/23,240,240,USD,US
30,bronze,month,2019-07-20T06:57:39-04:00,7/31/19,10,12.27715738,GBP,GB
48,bronze,year,2021-06-30T22:46:01-04:00,7/1/22,84,84,USD,US
31,bronze,year,2019-01-22T21:02:35-05:00,1/22/20,71.4,71.4,USD,US
48,bronze,year,2020-11-12T03:55:51-05:00,11/12/21,84,84,USD,US
17,silver,year,2021-06-22T22:24:31-04:00,6/23/22,288,219.5778829,AUD,AU
70,bronze,year,2020-03-02T04:49:17-05:00,3/2/21,49.95,60.09505744,GBP,GB
46,bronze,month,2020-04-01T05:21:36-04:00,5/1/20,12,12,USD,SG
